C:\Users\Halif\Desktop\lab01&02_s6010110402_6010110422\lab02_s6010110402_6010110422\positive\21.jpg 1 0 0 150 150 
C:\Users\Halif\Desktop\lab01&02_s6010110402_6010110422\lab02_s6010110402_6010110422\positive\22.jpg 1 0 0 150 150 
C:\Users\Halif\Desktop\lab01&02_s6010110402_6010110422\lab02_s6010110402_6010110422\positive\23.jpg 1 0 0 150 150 
C:\Users\Halif\Desktop\lab01&02_s6010110402_6010110422\lab02_s6010110402_6010110422\positive\24.jpg 1 0 0 150 150 
C:\Users\Halif\Desktop\lab01&02_s6010110402_6010110422\lab02_s6010110402_6010110422\positive\25.jpg 1 0 0 150 150 
C:\Users\Halif\Desktop\lab01&02_s6010110402_6010110422\lab02_s6010110402_6010110422\positive\26.jpg 1 0 0 150 150 
C:\Users\Halif\Desktop\lab01&02_s6010110402_6010110422\lab02_s6010110402_6010110422\positive\27.jpg 1 0 0 150 150 
C:\Users\Halif\Desktop\lab01&02_s6010110402_6010110422\lab02_s6010110402_6010110422\positive\28.jpg 1 0 0 150 150 
C:\Users\Halif\Desktop\lab01&02_s6010110402_6010110422\lab02_s6010110402_6010110422\positive\29.jpg 1 0 0 150 150 
C:\Users\Halif\Desktop\lab01&02_s6010110402_6010110422\lab02_s6010110402_6010110422\positive\30.jpg 1 0 0 150 150 
C:\Users\Halif\Desktop\lab01&02_s6010110402_6010110422\lab02_s6010110402_6010110422\positive\31.jpg 1 0 0 150 150 
C:\Users\Halif\Desktop\lab01&02_s6010110402_6010110422\lab02_s6010110402_6010110422\positive\32.jpg 1 0 0 150 150 
C:\Users\Halif\Desktop\lab01&02_s6010110402_6010110422\lab02_s6010110402_6010110422\positive\38.jpg 1 0 0 150 150 
